Booking ID,Customer ID,Booking Date,Check-in Date,Check-out Date,Booking Platform,Payment Method,Loyalty Membership Status,Room Type,Booking Amount,Discount Applied,Cancellation Status
BK00492,CUST9209,2/13/2024,3/2/2024,3/10/2024,Third-Party OTA,Credit Card,Non-Member,Deluxe,538.93,10,No
BK00041,CUST1316,2/14/2024,3/7/2024,3/8/2024,Third-Party OTA,Credit Card,Platinum,Standard,782.33,10,Yes
BK00119,CUST1053,2/14/2024,3/7/2024,3/17/2024,Website,Bank Transfer,Gold,Standard,1047.53,15,Yes
BK00132,CUST4513,2/14/2024,3/13/2024,3/23/2024,Third-Party OTA,Points Redemption,Non-Member,Standard,222.51,0,Yes
BK00205,CUST5577,2/14/2024,3/15/2024,3/22/2024,Third-Party OTA,Credit Card,Silver,Deluxe,1160.12,15,No
BK00231,CUST4813,2/14/2024,2/24/2024,3/3/2024,Third-Party OTA,Points Redemption,Ambassador,Suite,1174.55,15,No
BK00262,CUST4069,2/14/2024,3/14/2024,3/17/2024,Mobile App,Points Redemption,Non-Member,Presidential Suite,337.59,0,Yes
BK00317,CUST5661,2/14/2024,3/5/2024,3/9/2024,Website,PayPal,Ambassador,Suite,237.02,10,No
BK00356,CUST4740,2/14/2024,3/3/2024,3/6/2024,Website,PayPal,Platinum,Suite,1143.17,5,No
BK00442,CUST1987,2/14/2024,3/12/2024,3/14/2024,Website,Credit Card,Titanium,Standard,943.16,25,Yes
BK00464,CUST1556,2/14/2024,2/22/2024,3/3/2024,Website,PayPal,Titanium,Standard,580.37,0,Yes
BK00480,CUST8106,2/14/2024,3/13/2024,3/18/2024,Mobile App,Credit Card,Silver,Deluxe,1238.1,10,Yes
BK00044,CUST8494,2/15/2024,3/7/2024,3/13/2024,Mobile App,Points Redemption,Ambassador,Standard,1331.55,20,Yes
BK00070,CUST9828,2/15/2024,2/24/2024,2/27/2024,Mobile App,Credit Card,Titanium,Presidential Suite,137.54,15,Yes
BK00099,CUST9975,2/15/2024,3/7/2024,3/11/2024,Mobile App,Points Redemption,Ambassador,Presidential Suite,119.1,15,Yes
BK00161,CUST2119,2/15/2024,2/20/2024,3/1/2024,Website,Points Redemption,Silver,Standard,101.2,10,Yes
BK00174,CUST3972,2/15/2024,3/13/2024,3/22/2024,Website,Bank Transfer,Gold,Deluxe,1051.93,10,No
BK00269,CUST2507,2/15/2024,3/4/2024,3/11/2024,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,109.19,15,Yes
BK00106,CUST4272,2/16/2024,3/17/2024,3/22/2024,Third-Party OTA,Points Redemption,Ambassador,Presidential Suite,770.42,15,Yes
BK00246,CUST8782,2/16/2024,3/8/2024,3/11/2024,Third-Party OTA,PayPal,Silver,Suite,824.33,0,No
BK00283,CUST2191,2/16/2024,3/13/2024,3/21/2024,Third-Party OTA,Points Redemption,Platinum,Deluxe,1432.32,15,Yes
BK00339,CUST1469,2/16/2024,3/11/2024,3/17/2024,Third-Party OTA,Points Redemption,Gold,Standard,922.8,15,Yes
BK00017,CUST8331,2/17/2024,3/5/2024,3/14/2024,Website,Credit Card,Gold,Deluxe,549.49,5,No
BK00022,CUST7864,2/17/2024,2/24/2024,2/29/2024,Mobile App,Points Redemption,Ambassador,Suite,1292.31,25,Yes
BK00027,CUST7773,2/17/2024,3/8/2024,3/11/2024,Third-Party OTA,Bank Transfer,Silver,Presidential Suite,360.16,10,No
BK00200,CUST1098,2/17/2024,2/29/2024,3/7/2024,Mobile App,Points Redemption,Non-Member,Suite,1355.02,0,No
BK00367,CUST2677,2/17/2024,2/28/2024,3/8/2024,Mobile App,PayPal,Ambassador,Deluxe,844.9,5,Yes
BK00030,CUST4001,2/18/2024,3/2/2024,3/3/2024,Third-Party OTA,Bank Transfer,Platinum,Presidential Suite,1204.22,15,No
BK00108,CUST6463,2/18/2024,2/21/2024,3/1/2024,Mobile App,Credit Card,Titanium,Deluxe,1272.79,15,Yes
BK00190,CUST2683,2/18/2024,3/13/2024,3/21/2024,Website,Bank Transfer,Titanium,Standard,221.61,25,No
BK00345,CUST7978,2/18/2024,2/29/2024,3/4/2024,Website,Bank Transfer,Titanium,Presidential Suite,627.58,0,Yes
BK00388,CUST9629,2/18/2024,3/5/2024,3/10/2024,Mobile App,Credit Card,Ambassador,Suite,1248.48,15,Yes
BK00049,CUST3826,2/19/2024,2/24/2024,2/29/2024,Website,Bank Transfer,Titanium,Presidential Suite,1334.75,10,No
BK00114,CUST4359,2/19/2024,3/17/2024,3/23/2024,Mobile App,Credit Card,Gold,Suite,425.98,0,No
BK00228,CUST2526,2/19/2024,2/21/2024,2/29/2024,Website,Credit Card,Titanium,Deluxe,453.01,25,No
BK00406,CUST9901,2/19/2024,3/15/2024,3/16/2024,Mobile App,Points Redemption,Ambassador,Suite,994.4,0,No
BK00431,CUST5825,2/19/2024,3/11/2024,3/13/2024,Mobile App,Bank Transfer,Non-Member,Presidential Suite,162.49,20,Yes
BK00020,CUST6838,2/20/2024,3/5/2024,3/10/2024,Third-Party OTA,Credit Card,Titanium,Suite,591.61,25,Yes
BK00083,CUST1924,2/20/2024,3/18/2024,3/19/2024,Third-Party OTA,PayPal,Ambassador,Standard,343.87,25,No
BK00093,CUST4171,2/20/2024,3/6/2024,3/11/2024,Third-Party OTA,Points Redemption,Platinum,Suite,574.77,20,Yes
BK00344,CUST5651,2/20/2024,3/3/2024,3/13/2024,Website,Credit Card,Gold,Suite,790.38,20,No
BK00428,CUST4409,2/20/2024,3/15/2024,3/18/2024,Mobile App,Points Redemption,Non-Member,Standard,1458.36,15,No
BK00125,CUST7790,2/21/2024,3/21/2024,3/30/2024,Third-Party OTA,Bank Transfer,Silver,Presidential Suite,483.87,25,Yes
BK00155,CUST3634,2/21/2024,3/20/2024,3/28/2024,Website,Credit Card,Platinum,Deluxe,1172.74,20,No
BK00271,CUST6912,2/21/2024,2/25/2024,3/2/2024,Website,Bank Transfer,Silver,Suite,1331.89,5,No
BK00429,CUST2642,2/21/2024,2/22/2024,2/27/2024,Website,Points Redemption,Non-Member,Suite,1366.59,20,Yes
BK00463,CUST1730,2/21/2024,3/5/2024,3/10/2024,Website,Bank Transfer,Non-Member,Presidential Suite,769.16,25,No
BK00250,CUST3174,2/22/2024,2/24/2024,2/29/2024,Website,Credit Card,Silver,Standard,526.88,0,No
BK00379,CUST1789,2/22/2024,2/25/2024,3/4/2024,Mobile App,PayPal,Titanium,Suite,1067.07,25,Yes
BK00430,CUST6120,2/22/2024,3/8/2024,3/16/2024,Mobile App,Points Redemption,Silver,Standard,1020.7,15,No
BK00496,CUST7935,2/22/2024,3/6/2024,3/12/2024,Website,PayPal,Titanium,Suite,540.81,10,No
BK00007,CUST9555,2/23/2024,3/11/2024,3/17/2024,Website,Bank Transfer,Ambassador,Deluxe,940.72,25,Yes
BK00061,CUST4389,2/23/2024,3/11/2024,3/19/2024,Mobile App,Bank Transfer,Non-Member,Suite,980.06,5,No
BK00165,CUST4849,2/23/2024,3/7/2024,3/16/2024,Website,Credit Card,Silver,Presidential Suite,169.96,0,No
BK00248,CUST8848,2/23/2024,3/6/2024,3/8/2024,Website,Bank Transfer,Platinum,Standard,1439.08,20,No
BK00329,CUST5973,2/23/2024,3/14/2024,3/15/2024,Third-Party OTA,PayPal,Platinum,Presidential Suite,1077.86,20,No
BK00484,CUST7326,2/23/2024,3/24/2024,4/3/2024,Third-Party OTA,Points Redemption,Platinum,Presidential Suite,143.15,10,Yes
BK00107,CUST7917,2/24/2024,3/24/2024,3/25/2024,Website,PayPal,Platinum,Standard,1166.13,25,Yes
BK00333,CUST6766,2/24/2024,3/6/2024,3/7/2024,Third-Party OTA,PayPal,Non-Member,Presidential Suite,133.94,10,No
BK00357,CUST2046,2/24/2024,3/15/2024,3/25/2024,Website,PayPal,Gold,Presidential Suite,904.68,0,No
BK00073,CUST2003,2/25/2024,2/26/2024,3/3/2024,Mobile App,PayPal,Titanium,Standard,697.57,5,No
BK00126,CUST2922,2/25/2024,3/7/2024,3/13/2024,Third-Party OTA,PayPal,Non-Member,Deluxe,1454.41,25,Yes
BK00188,CUST5790,2/25/2024,3/1/2024,3/2/2024,Website,Credit Card,Silver,Suite,128.44,20,No
BK00194,CUST5236,2/25/2024,3/12/2024,3/15/2024,Mobile App,Points Redemption,Titanium,Presidential Suite,119.65,15,Yes
BK00264,CUST5812,2/25/2024,3/15/2024,3/20/2024,Website,Bank Transfer,Platinum,Deluxe,1274.37,25,Yes
BK00267,CUST4101,2/25/2024,3/9/2024,3/17/2024,Mobile App,PayPal,Ambassador,Suite,858.26,0,No
BK00311,CUST5096,2/25/2024,3/24/2024,3/28/2024,Mobile App,Bank Transfer,Gold,Standard,1010.52,25,No
BK00401,CUST7763,2/25/2024,3/8/2024,3/12/2024,Third-Party OTA,Bank Transfer,Gold,Presidential Suite,1448.37,0,No
BK00454,CUST4243,2/25/2024,3/13/2024,3/20/2024,Third-Party OTA,PayPal,Platinum,Deluxe,1151.8,25,Yes
BK00016,CUST4688,2/26/2024,3/13/2024,3/20/2024,Third-Party OTA,PayPal,Ambassador,Suite,573.47,25,Yes
BK00091,CUST3236,2/26/2024,2/28/2024,3/3/2024,Website,Bank Transfer,Titanium,Standard,685.1,25,No
BK00232,CUST9758,2/26/2024,3/26/2024,4/1/2024,Third-Party OTA,Bank Transfer,Ambassador,Standard,285.76,20,No
BK00314,CUST5407,2/26/2024,3/14/2024,3/21/2024,Website,Points Redemption,Non-Member,Standard,160.36,15,Yes
BK00332,CUST8475,2/26/2024,3/10/2024,3/13/2024,Website,Points Redemption,Non-Member,Presidential Suite,654.2,20,No
BK00403,CUST2411,2/26/2024,3/12/2024,3/14/2024,Mobile App,PayPal,Titanium,Standard,1450.36,10,Yes
BK00477,CUST4778,2/26/2024,3/1/2024,3/4/2024,Third-Party OTA,Bank Transfer,Non-Member,Suite,448.54,0,Yes
BK00146,CUST4701,2/27/2024,3/27/2024,3/30/2024,Third-Party OTA,Credit Card,Non-Member,Presidential Suite,943.23,15,Yes
BK00285,CUST3196,2/27/2024,3/20/2024,3/29/2024,Mobile App,Bank Transfer,Non-Member,Presidential Suite,674.37,25,No
BK00308,CUST5876,2/27/2024,3/9/2024,3/11/2024,Mobile App,Points Redemption,Non-Member,Presidential Suite,857.63,0,Yes
BK00340,CUST2015,2/27/2024,3/15/2024,3/20/2024,Third-Party OTA,Bank Transfer,Silver,Suite,786.41,20,Yes
BK00405,CUST2310,2/27/2024,3/26/2024,4/3/2024,Website,PayPal,Gold,Suite,1365.7,0,No
BK00459,CUST9880,2/27/2024,3/27/2024,3/31/2024,Third-Party OTA,Bank Transfer,Platinum,Standard,327.71,20,No
BK00475,CUST1076,2/27/2024,3/22/2024,3/30/2024,Website,PayPal,Titanium,Deluxe,214.03,15,Yes
BK00066,CUST8550,2/28/2024,3/26/2024,3/30/2024,Website,Points Redemption,Titanium,Presidential Suite,291.49,25,Yes
BK00074,CUST4252,2/28/2024,3/11/2024,3/14/2024,Third-Party OTA,PayPal,Non-Member,Suite,1027.05,5,Yes
BK00208,CUST8196,2/28/2024,3/26/2024,4/5/2024,Mobile App,Bank Transfer,Platinum,Presidential Suite,1407.86,15,Yes
BK00291,CUST9362,2/28/2024,3/18/2024,3/28/2024,Website,PayPal,Titanium,Standard,1115.45,10,No
BK00322,CUST2232,2/28/2024,3/18/2024,3/20/2024,Website,Credit Card,Titanium,Presidential Suite,158.71,5,No
BK00372,CUST7529,2/28/2024,3/5/2024,3/12/2024,Mobile App,Bank Transfer,Gold,Suite,1101.69,5,Yes
BK00390,CUST8416,2/28/2024,3/24/2024,3/31/2024,Mobile App,PayPal,Silver,Deluxe,632.93,10,No
BK00414,CUST9228,2/29/2024,3/20/2024,3/25/2024,Third-Party OTA,PayPal,Non-Member,Suite,921.74,5,Yes
BK00423,CUST9618,2/29/2024,3/26/2024,3/29/2024,Mobile App,Credit Card,Silver,Deluxe,303.87,5,Yes
BK00096,CUST3840,3/1/2024,3/8/2024,3/16/2024,Mobile App,PayPal,Silver,Deluxe,790.42,15,Yes
BK00197,CUST5926,3/1/2024,3/26/2024,3/28/2024,Website,PayPal,Ambassador,Standard,719.93,10,No
BK00280,CUST5185,3/1/2024,3/23/2024,3/25/2024,Third-Party OTA,PayPal,Platinum,Deluxe,221.24,0,Yes
BK00301,CUST3429,3/1/2024,3/22/2024,3/28/2024,Mobile App,PayPal,Silver,Presidential Suite,1054.26,10,Yes
BK00361,CUST9554,3/1/2024,3/26/2024,3/30/2024,Website,Points Redemption,Ambassador,Standard,686.66,15,Yes
BK00407,CUST9554,3/1/2024,3/2/2024,3/4/2024,Website,Bank Transfer,Silver,Presidential Suite,1129.97,10,Yes
BK00443,CUST7540,3/1/2024,3/10/2024,3/16/2024,Mobile App,Credit Card,Gold,Presidential Suite,613.9,0,Yes
BK00448,CUST9608,3/1/2024,3/5/2024,3/14/2024,Website,PayPal,Ambassador,Standard,774.18,0,Yes
BK00451,CUST8385,3/1/2024,3/29/2024,4/7/2024,Third-Party OTA,Credit Card,Gold,Presidential Suite,981.31,15,No
BK00486,CUST5529,3/1/2024,3/28/2024,4/7/2024,Website,Points Redemption,Silver,Presidential Suite,1432.71,15,Yes
BK00121,CUST7942,3/2/2024,3/4/2024,3/9/2024,Mobile App,Credit Card,Non-Member,Deluxe,447.67,25,Yes
BK00203,CUST5334,3/2/2024,3/23/2024,3/27/2024,Mobile App,Bank Transfer,Non-Member,Presidential Suite,793.39,20,No
BK00210,CUST6361,3/2/2024,3/21/2024,3/25/2024,Website,Points Redemption,Ambassador,Deluxe,1188.54,15,Yes
BK00330,CUST7564,3/2/2024,3/13/2024,3/17/2024,Website,PayPal,Gold,Standard,855.69,10,No
BK00402,CUST3556,3/2/2024,3/29/2024,4/7/2024,Third-Party OTA,PayPal,Gold,Presidential Suite,1214.16,20,Yes
BK00490,CUST7884,3/2/2024,3/29/2024,4/4/2024,Mobile App,Points Redemption,Non-Member,Presidential Suite,1093.97,25,Yes
BK00012,CUST4210,3/3/2024,3/16/2024,3/19/2024,Third-Party OTA,PayPal,Titanium,Deluxe,1092.81,25,Yes
BK00035,CUST9471,3/3/2024,3/7/2024,3/10/2024,Third-Party OTA,Bank Transfer,Non-Member,Suite,999.97,0,Yes
BK00206,CUST5353,3/3/2024,3/4/2024,3/6/2024,Third-Party OTA,Bank Transfer,Platinum,Deluxe,721.87,15,Yes
BK00290,CUST7466,3/3/2024,3/16/2024,3/22/2024,Mobile App,PayPal,Ambassador,Deluxe,123.37,5,No
BK00313,CUST8570,3/3/2024,3/10/2024,3/20/2024,Third-Party OTA,Credit Card,Platinum,Presidential Suite,176.99,25,Yes
BK00327,CUST6141,3/3/2024,3/30/2024,3/31/2024,Website,Credit Card,Platinum,Presidential Suite,732.58,10,No
BK00360,CUST1503,3/3/2024,4/1/2024,4/7/2024,Mobile App,Points Redemption,Non-Member,Presidential Suite,940.86,25,Yes
BK00483,CUST6566,3/3/2024,3/5/2024,3/6/2024,Mobile App,Points Redemption,Silver,Presidential Suite,1481.15,5,No
BK00156,CUST1623,3/4/2024,3/20/2024,3/26/2024,Mobile App,Points Redemption,Gold,Suite,1391.11,15,No
BK00160,CUST5108,3/4/2024,4/1/2024,4/10/2024,Mobile App,Points Redemption,Ambassador,Presidential Suite,264.33,10,Yes
BK00185,CUST6556,3/4/2024,3/11/2024,3/15/2024,Mobile App,PayPal,Silver,Suite,787.96,10,No
BK00222,CUST4859,3/4/2024,3/20/2024,3/30/2024,Website,Points Redemption,Platinum,Suite,696.67,10,No
BK00249,CUST4194,3/4/2024,3/14/2024,3/18/2024,Third-Party OTA,Credit Card,Gold,Suite,1422.35,15,No
BK00306,CUST3527,3/4/2024,3/10/2024,3/19/2024,Mobile App,PayPal,Ambassador,Standard,109.15,10,No
BK00365,CUST7075,3/4/2024,3/8/2024,3/14/2024,Mobile App,PayPal,Gold,Suite,1168.08,5,No
BK00389,CUST8359,3/4/2024,3/17/2024,3/22/2024,Mobile App,Credit Card,Silver,Presidential Suite,1393.81,20,No
BK00470,CUST7329,3/4/2024,3/27/2024,4/2/2024,Website,Points Redemption,Gold,Presidential Suite,942.17,20,Yes
BK00478,CUST5291,3/4/2024,3/25/2024,3/29/2024,Website,Credit Card,Silver,Deluxe,246.67,0,No
BK00157,CUST5971,3/5/2024,3/25/2024,4/4/2024,Third-Party OTA,Bank Transfer,Ambassador,Standard,1489.97,25,Yes
BK00326,CUST5808,3/5/2024,3/19/2024,3/26/2024,Website,Credit Card,Gold,Presidential Suite,680.94,25,Yes
BK00328,CUST1297,3/5/2024,4/1/2024,4/8/2024,Website,PayPal,Silver,Suite,894.38,0,Yes
BK00397,CUST8377,3/5/2024,3/11/2024,3/12/2024,Mobile App,Credit Card,Gold,Deluxe,792.2,10,Yes
BK00009,CUST9997,3/6/2024,3/11/2024,3/16/2024,Third-Party OTA,Bank Transfer,Ambassador,Suite,147.96,10,No
BK00077,CUST9253,3/6/2024,3/9/2024,3/14/2024,Third-Party OTA,PayPal,Titanium,Suite,571.21,25,No
BK00199,CUST1322,3/6/2024,3/26/2024,3/30/2024,Mobile App,PayPal,Silver,Suite,1074.11,10,No
BK00217,CUST8974,3/6/2024,3/17/2024,3/18/2024,Website,PayPal,Silver,Suite,1218.66,10,Yes
BK00229,CUST6046,3/6/2024,3/12/2024,3/20/2024,Website,Points Redemption,Titanium,Presidential Suite,1110.63,15,No
BK00287,CUST4563,3/6/2024,4/5/2024,4/12/2024,Third-Party OTA,Credit Card,Gold,Standard,315.67,15,Yes
BK00296,CUST6654,3/6/2024,4/2/2024,4/11/2024,Website,Credit Card,Ambassador,Deluxe,1385.11,5,No
BK00309,CUST1373,3/6/2024,3/14/2024,3/22/2024,Website,PayPal,Ambassador,Deluxe,271.81,0,No
BK00409,CUST6327,3/6/2024,3/23/2024,3/25/2024,Website,PayPal,Gold,Suite,602.85,15,No
BK00425,CUST3667,3/6/2024,3/10/2024,3/11/2024,Website,Credit Card,Non-Member,Deluxe,1488.01,20,No
BK00445,CUST2037,3/6/2024,3/10/2024,3/14/2024,Website,Points Redemption,Titanium,Presidential Suite,476.04,25,Yes
BK00057,CUST3939,3/7/2024,3/30/2024,4/4/2024,Website,Bank Transfer,Non-Member,Presidential Suite,1294.18,0,Yes
BK00284,CUST7630,3/7/2024,3/21/2024,3/28/2024,Mobile App,Credit Card,Titanium,Standard,191.3,25,No
BK00461,CUST7260,3/7/2024,3/20/2024,3/25/2024,Mobile App,PayPal,Titanium,Deluxe,1219.48,5,No
BK00482,CUST1043,3/7/2024,4/3/2024,4/12/2024,Third-Party OTA,PayPal,Platinum,Standard,1471.45,0,No
BK00003,CUST4045,3/8/2024,3/21/2024,3/26/2024,Mobile App,Credit Card,Titanium,Deluxe,392.16,15,No
BK00037,CUST1296,3/8/2024,4/6/2024,4/11/2024,Third-Party OTA,Bank Transfer,Platinum,Deluxe,1266.65,10,No
BK00060,CUST7224,3/8/2024,3/29/2024,4/4/2024,Mobile App,Credit Card,Ambassador,Deluxe,826.06,5,No
BK00063,CUST1737,3/8/2024,3/21/2024,3/31/2024,Third-Party OTA,PayPal,Silver,Suite,1027.8,5,No
BK00175,CUST2268,3/8/2024,3/25/2024,3/28/2024,Third-Party OTA,PayPal,Silver,Suite,124.16,5,No
BK00241,CUST6175,3/8/2024,3/22/2024,4/1/2024,Mobile App,Bank Transfer,Gold,Deluxe,658.63,10,No
BK00320,CUST2725,3/8/2024,4/7/2024,4/8/2024,Website,PayPal,Non-Member,Deluxe,1464.33,15,No
BK00474,CUST6571,3/8/2024,3/11/2024,3/15/2024,Website,Points Redemption,Platinum,Standard,1406.38,20,No
BK00065,CUST3473,3/9/2024,3/23/2024,3/24/2024,Third-Party OTA,Credit Card,Ambassador,Standard,1345.61,25,No
BK00098,CUST8477,3/9/2024,4/8/2024,4/11/2024,Website,PayPal,Ambassador,Presidential Suite,215.85,0,No
BK00111,CUST7888,3/9/2024,4/7/2024,4/8/2024,Website,PayPal,Gold,Suite,1072.76,10,Yes
BK00122,CUST2234,3/9/2024,3/17/2024,3/27/2024,Third-Party OTA,PayPal,Non-Member,Suite,1446.02,25,No
BK00167,CUST6718,3/9/2024,3/19/2024,3/29/2024,Third-Party OTA,PayPal,Ambassador,Deluxe,961.74,10,Yes
BK00178,CUST4208,3/9/2024,3/25/2024,4/4/2024,Third-Party OTA,Bank Transfer,Silver,Presidential Suite,1250.98,5,No
BK00370,CUST1852,3/9/2024,3/20/2024,3/24/2024,Third-Party OTA,Points Redemption,Platinum,Suite,893.71,5,Yes
BK00059,CUST6836,3/10/2024,3/12/2024,3/17/2024,Mobile App,PayPal,Non-Member,Standard,301.74,20,No
BK00124,CUST7369,3/10/2024,4/1/2024,4/7/2024,Third-Party OTA,PayPal,Non-Member,Suite,418.43,10,Yes
BK00198,CUST3014,3/10/2024,3/14/2024,3/20/2024,Mobile App,Credit Card,Non-Member,Suite,836.99,15,No
BK00110,CUST2226,3/11/2024,3/23/2024,3/25/2024,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,1230.72,0,Yes
BK00118,CUST6672,3/11/2024,3/24/2024,4/1/2024,Website,PayPal,Ambassador,Deluxe,227.88,0,Yes
BK00177,CUST9936,3/11/2024,4/2/2024,4/9/2024,Mobile App,Points Redemption,Gold,Standard,164.44,25,No
BK00181,CUST7465,3/11/2024,3/13/2024,3/23/2024,Mobile App,Points Redemption,Silver,Presidential Suite,352.45,15,No
BK00381,CUST8309,3/11/2024,4/2/2024,4/5/2024,Third-Party OTA,Credit Card,Platinum,Suite,1129.99,10,Yes
BK00497,CUST3145,3/11/2024,3/23/2024,3/26/2024,Third-Party OTA,PayPal,Silver,Suite,202.87,25,No
BK00053,CUST8973,3/12/2024,3/29/2024,4/4/2024,Website,Bank Transfer,Titanium,Standard,599.59,25,No
BK00090,CUST4590,3/12/2024,3/22/2024,3/28/2024,Third-Party OTA,Credit Card,Ambassador,Suite,1301.18,15,No
BK00171,CUST4220,3/12/2024,3/19/2024,3/26/2024,Third-Party OTA,PayPal,Silver,Presidential Suite,1236.61,20,No
BK00176,CUST4287,3/12/2024,4/10/2024,4/14/2024,Third-Party OTA,Credit Card,Non-Member,Presidential Suite,952.16,15,No
BK00224,CUST2213,3/12/2024,4/3/2024,4/9/2024,Mobile App,Bank Transfer,Ambassador,Presidential Suite,660.24,20,Yes
BK00383,CUST4874,3/12/2024,4/10/2024,4/18/2024,Website,Credit Card,Titanium,Presidential Suite,1487.41,25,Yes
BK00386,CUST5701,3/12/2024,3/14/2024,3/21/2024,Mobile App,Credit Card,Silver,Deluxe,604.8,20,Yes
BK00433,CUST3989,3/12/2024,4/8/2024,4/9/2024,Website,PayPal,Titanium,Standard,656.87,10,Yes
BK00023,CUST3704,3/13/2024,4/5/2024,4/14/2024,Mobile App,Points Redemption,Gold,Standard,1264.22,0,No
BK00086,CUST2210,3/13/2024,3/14/2024,3/21/2024,Website,PayPal,Non-Member,Deluxe,514.92,15,Yes
BK00134,CUST4651,3/13/2024,3/14/2024,3/21/2024,Mobile App,PayPal,Non-Member,Standard,1091,20,Yes
BK00382,CUST6603,3/13/2024,4/8/2024,4/15/2024,Mobile App,Credit Card,Titanium,Deluxe,696.73,5,Yes
BK00387,CUST3731,3/13/2024,3/21/2024,3/28/2024,Website,Points Redemption,Titanium,Standard,283.81,25,Yes
BK00408,CUST6186,3/13/2024,3/25/2024,3/31/2024,Third-Party OTA,Points Redemption,Non-Member,Deluxe,416.92,10,Yes
BK00450,CUST1444,3/13/2024,4/3/2024,4/9/2024,Website,Bank Transfer,Platinum,Deluxe,1235.36,15,Yes
BK00254,CUST9168,3/14/2024,4/6/2024,4/16/2024,Third-Party OTA,PayPal,Ambassador,Deluxe,1396.01,10,No
BK00268,CUST5848,3/14/2024,4/3/2024,4/8/2024,Mobile App,Bank Transfer,Ambassador,Deluxe,1402.14,25,No
BK00447,CUST2088,3/14/2024,3/16/2024,3/22/2024,Mobile App,PayPal,Ambassador,Presidential Suite,723.36,25,No
BK00458,CUST7063,3/14/2024,4/7/2024,4/9/2024,Mobile App,Bank Transfer,Silver,Deluxe,573.12,10,Yes
BK00024,CUST9160,3/15/2024,3/29/2024,4/7/2024,Website,Bank Transfer,Titanium,Presidential Suite,850.96,25,No
BK00040,CUST3261,3/15/2024,3/18/2024,3/27/2024,Website,Credit Card,Non-Member,Standard,121.61,10,No
BK00201,CUST1773,3/15/2024,4/1/2024,4/10/2024,Mobile App,PayPal,Platinum,Standard,781.58,0,Yes
BK00432,CUST1403,3/15/2024,4/3/2024,4/11/2024,Third-Party OTA,Bank Transfer,Silver,Presidential Suite,854.05,0,No
BK00036,CUST6880,3/16/2024,4/5/2024,4/8/2024,Third-Party OTA,Points Redemption,Silver,Standard,1191.07,20,No
BK00078,CUST3119,3/16/2024,4/11/2024,4/21/2024,Website,Points Redemption,Platinum,Presidential Suite,944.24,5,No
BK00170,CUST6251,3/16/2024,3/27/2024,3/31/2024,Website,Points Redemption,Ambassador,Presidential Suite,1284.37,25,No
BK00245,CUST7783,3/16/2024,3/28/2024,3/29/2024,Mobile App,Credit Card,Gold,Presidential Suite,965.02,10,Yes
BK00377,CUST5926,3/16/2024,4/13/2024,4/21/2024,Website,Credit Card,Titanium,Deluxe,350.86,25,Yes
BK00116,CUST6777,3/17/2024,3/30/2024,4/8/2024,Third-Party OTA,PayPal,Platinum,Standard,1089.07,0,No
BK00130,CUST7199,3/17/2024,4/13/2024,4/16/2024,Third-Party OTA,Points Redemption,Ambassador,Standard,372.43,15,No
BK00277,CUST9308,3/17/2024,4/3/2024,4/10/2024,Website,Points Redemption,Titanium,Suite,1016.31,10,No
BK00305,CUST6499,3/17/2024,3/18/2024,3/25/2024,Third-Party OTA,Bank Transfer,Ambassador,Presidential Suite,994.21,15,No
BK00411,CUST8627,3/17/2024,3/18/2024,3/21/2024,Third-Party OTA,Credit Card,Non-Member,Deluxe,765.47,20,Yes
BK00434,CUST2774,3/17/2024,3/18/2024,3/24/2024,Website,Points Redemption,Gold,Deluxe,433.43,25,No
BK00135,CUST9192,3/18/2024,4/9/2024,4/19/2024,Third-Party OTA,Points Redemption,Ambassador,Standard,1497.98,0,Yes
BK00288,CUST7324,3/18/2024,3/22/2024,3/28/2024,Website,Points Redemption,Titanium,Suite,663.51,20,Yes
BK00307,CUST9105,3/18/2024,3/21/2024,3/29/2024,Website,Points Redemption,Silver,Standard,1359.94,5,Yes
BK00346,CUST1950,3/18/2024,4/5/2024,4/14/2024,Website,PayPal,Gold,Standard,474.08,0,Yes
BK00421,CUST3188,3/18/2024,3/27/2024,4/4/2024,Website,Points Redemption,Ambassador,Presidential Suite,529.99,5,Yes
BK00452,CUST7698,3/18/2024,4/10/2024,4/14/2024,Third-Party OTA,PayPal,Titanium,Suite,1156.96,5,No
BK00005,CUST8257,3/19/2024,3/26/2024,3/31/2024,Website,Points Redemption,Ambassador,Suite,155.36,20,No
BK00289,CUST5975,3/19/2024,3/31/2024,4/9/2024,Mobile App,PayPal,Platinum,Standard,362.53,20,Yes
BK00394,CUST9718,3/19/2024,4/3/2024,4/12/2024,Third-Party OTA,Credit Card,Silver,Suite,719.16,15,Yes
BK00465,CUST8976,3/19/2024,4/3/2024,4/11/2024,Website,Points Redemption,Platinum,Deluxe,621.34,15,No
BK00479,CUST9579,3/19/2024,3/22/2024,3/27/2024,Third-Party OTA,Points Redemption,Titanium,Deluxe,585.84,10,No
BK00489,CUST2542,3/19/2024,4/12/2024,4/21/2024,Third-Party OTA,Credit Card,Ambassador,Standard,331.14,5,Yes
BK00006,CUST6040,3/20/2024,3/26/2024,3/30/2024,Mobile App,Points Redemption,Gold,Standard,1000.69,20,No
